,Household level identifier,Target,=1 Overcrowding by bedrooms,=1 Overcrowding by rooms,=1 has toilet in the household,=1 if the household has refrigerator,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the floor is cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,=1 if predominant material on the outside wall is other,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is other,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if predominant material on the roof is other,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,=1 if no water provision,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 toilet connected to other system,=1 no main source of energy used for cooking (no kitchen),=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,=1 if rubbish disposal mainly other,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,"=1 other(assigned, borrowed)",=1 if the household has notebook or desktop computer,=1 if the household has TV,=1 region Central,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=1 zona urbana,Monthly rent payment,Dependency rate,years of education of male head of household,years of education of female head of household,average years of education for adults (18+),# persons per room, number of all rooms in the house,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,number of tablets household owns,TamViv,household size,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,number of bedrooms,# of mobile phones,electricity,electricity-missing,walls,roof,floor,no_essentials,luxury,phones-per-capita,tablets-per-capita,rooms-per-capita,rent-per-capita,owns a tablet-min,owns a tablet-sum,owns a tablet-count,owns a tablet-std,owns a tablet-range_,=1 if disable person-min,=1 if disable person-max,=1 if disable person-sum,=1 if female-min,=1 if female-max,=1 if female-sum,=1 if female-std,=1 if female-range_,=1 if less than 10 years old-min,=1 if less than 10 years old-max,=1 if less than 10 years old-sum,=1 if free or coupled uunion-min,=1 if free or coupled uunion-max,=1 if free or coupled uunion-std,=1 if married-min,=1 if married-max,=1 if married-std,=1 if divorced-min,=1 if divorced-max,=1 if separated-min,=1 if separated-max,=1 if separated-sum,=1 if widow/er-min,=1 if widow/er-max,=1 if single-min,=1 if single-max,=1 if single-sum,=1 if single-std,=1 if household head-min,=1 if household head-max,=1 if household head-std,=1 if spouse/partner-min,=1 if spouse/partner-max,=1 if son/doughter-min,=1 if son/doughter-max,=1 if son/doughter-sum,=1 if stepson/doughter-min,=1 if stepson/doughter-max,=1 if stepson/doughter-sum,=1 if son/doughter in law-min,=1 if son/doughter in law-max,=1 if grandson/doughter-min,=1 if grandson/doughter-max,=1 if grandson/doughter-sum,=1 if mother/father-min,=1 if mother/father-max,=1 if father/mother in law-min,=1 if father/mother in law-max,=1 if brother/sister-min,=1 if brother/sister-max,=1 if brother/sister-sum,=1 if brother/sister in law-min,=1 if brother/sister in law-max,=1 if brother/sister in law-sum,=1 if other family member-min,=1 if other family member-max,=1 if other family member-sum,=1 if other non family member-min,=1 if other non family member-max,=1 if other non family member-sum,=1 if mobile phone-min,=1 if mobile phone-std,=1 if mobile phone-range_,years of schooling-min,years of schooling-max,years of schooling-sum,years of schooling-std,years of schooling-range_,Age in years-min,Age in years-max,Age in years-sum,Age in years-std,Age in years-range_,max_edu-max,max_edu-std,max_edu-range_,schooling/age-min,schooling/age-max,schooling/age-sum,schooling/age-std,schooling/age-range_
1446,cfbb0e85a,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,6.0,0.0,5.5,1.3333334,5,0,3,3,0,1,1,0,4,0.0,4,4,0,4,2,3,3,2.0,False,1,1,2,1,1,0.75,0.0,1.25,0.0,0,0,4,0.0,0,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,1,0,0,0,0,0,0,1,1,0.5,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,8,22,2.516611478423583,6,30,68,205,19.207203509794617,38,3,0.816496580927726,2,0.029411764705882353,0.2,0.5189640035118526,0.08476191389811263,0.17058823529411765
1447,c876a0f62,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,8.0,0.0,7.0,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,1,2,0,2.0,False,1,1,1,2,1,0.0,0.0,2.0,0.0,0,0,2,0.0,0,0,1,1,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,6,8,14,1.4142135623730951,2,64,72,136,5.656854249492381,8,3,0.7071067811865476,1,0.09375,0.1111111111111111,0.2048611111111111,0.012276159395599779,0.017361111111111105
1448,b8c72c98a,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,200000.0,0.0,15.0,0.0,14.0,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,0,2,2,2.0,False,2,2,2,1,2,1.0,0.0,2.0,100000.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,13,15,28,1.4142135623730951,2,22,42,64,14.142135623730951,20,7,0.0,0,0.35714285714285715,0.5909090909090909,0.948051948051948,0.16529768910854362,0.2337662337662338
1449,65c8a014d,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.66666669,0.0,15.0,15.666667000000002,1.25,8,1,1,2,0,3,3,1,4,1.0,5,5,2,3,0,4,4,2.0,False,2,2,2,1,3,0.8,0.2,1.6,0.0,1,5,5,0.0,0,0,0,0,0,1,3,0.5477225575051661,1,0,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,3,0.5477225575051662,0,1,0.447213595499958,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,15,47,5.683308895353129,15,7,54,134,18.185158784019457,47,7,2.7748873851023217,7,0.0,0.6111111111111112,1.746031746031746,0.25836716185502157,0.6111111111111112
1450,aa26db80a,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.33333334,0.0,9.0,9.666667,1.3333334,5,1,1,2,0,2,2,1,3,1.0,4,4,1,3,0,3,4,2.0,False,1,2,2,1,3,1.0,0.25,1.25,0.0,1,4,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,1,1,0,1,0.5773502691896257,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0.5,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,12,32,3.7416573867739413,9,9,49,106,16.603212540549695,40,7,2.516611478423583,6,0.1836734693877551,0.5217391304347826,1.358745933155871,0.13893781220145954,0.3380656610470275
1451,784bf4109,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.5,10.0,0.0,9.5,1.5,4,1,1,2,0,1,1,1,2,0.0,3,3,1,2,0,2,2,2.0,False,2,2,2,1,1,0.6666666666666666,0.0,1.3333333333333333,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,10,19,5.507570547286102,10,3,31,61,15.14375558880073,28,3,1.7320508075688772,3,0.0,0.37037037037037035,0.6606929510155317,0.19487990349641954,0.37037037037037035
1452,d5471169a,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,8.0,0.0,9.0,9.0,0.5,4,0,0,0,0,1,1,0,1,0.0,1,1,0,1,1,2,1,2.0,False,2,2,2,1,1,1.0,0.0,4.0,0.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,1,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,9,9,9,,0,66,66,66,,0,3,,0,0.13636363636363635,0.13636363636363635,0.13636363636363635,,0.0
1453,83f445829,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,120000.0,1.5,6.0,0.0,9.0,1.6666666,5,2,1,3,1,1,2,3,2,1.0,5,5,3,2,0,3,3,2.0,False,1,2,2,2,3,0.6,0.2,1.0,24000.0,1,5,5,0.0,0,0,0,0,0,1,2,0.5477225575051661,1,0,1,3,0,1,0.5477225575051661,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.4472135954999579,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,12,20,5.099019513592785,12,0,35,78,15.453155017665487,35,7,2.9154759474226504,7,0.0,0.41379310344827586,0.8074438970990695,0.17029757472548443,0.41379310344827586
1454,020713493,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,8.0,0.0,6.0,6.0,0.5,7,0,0,0,0,1,1,0,1,0.0,1,1,0,1,1,2,1,2.0,False,1,1,0,1,1,1.0,0.0,7.0,0.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,1,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,6,6,6,,0,72,72,72,,0,2,,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,,0.0
1455,ed6e58135,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,1.5,0.0,12.0,15.0,1.25,6,0,2,2,1,2,3,1,4,0.0,5,5,3,2,0,4,2,2.0,False,2,2,2,1,2,0.4,0.0,1.2,0.0,0,0,5,0.0,0,0,0,0,0,1,3,0.5477225575051661,1,0,1,1,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,3,0.5477225575051661,0,1,0.447213595499958,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,12,37,4.722287581247038,12,1,40,95,14.017845768876187,39,6,2.16794833886788,6,0.0,0.5238095238095238,1.6793650793650794,0.2057518827097316,0.5238095238095238
1456,721c3cf64,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0,0.0,16.0,0.0,14.75,1.3333334,5,0,2,2,0,2,2,0,4,0.0,4,4,0,4,0,3,4,2.0,False,2,2,2,1,3,1.0,0.0,1.25,0.0,0,0,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,11,17,59,2.6299556396765835,6,28,54,170,13.025615788386617,26,7,1.5,3,0.3018867924528302,0.5357142857142857,1.466701607267645,0.1128507982787007,0.23382749326145552
1457,9d28f9cdf,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,11.0,0.0,14.0,1.3333334,7,1,1,2,1,1,2,2,2,2.0,4,4,2,2,0,3,2,2.0,False,2,2,2,1,2,0.5,0.5,1.75,0.0,1,4,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,1,1,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,1,0.5,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,17,32,7.52772652709081,17,5,50,106,21.88606862823929,45,8,3.593976442141304,8,0.0,0.425,1.0086363636363636,0.1887852187418999,0.425
1458,b4ddde3e1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,250000.0,0.0,0.0,13.0,11.333333,1.5,4,0,0,0,0,3,3,0,3,0.0,3,3,0,3,0,2,3,2.0,False,1,1,1,1,1,1.0,0.0,1.3333333333333333,83333.33333333333,0,0,3,0.0,0,1,1,3,1,1,3,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,2,0.5773502691896258,0,1,0.5773502691896258,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0,8,13,34,2.8867513459481287,5,27,58,140,17.09775813764288,31,7,1.1547005383792517,2,0.22413793103448276,0.2962962962962963,0.7567978636944154,0.03861826268027525,0.07215836526181352
1459,6597f05d4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,70000.0,0.5,17.0,0.0,15.5,1.5,5,0,1,1,1,1,2,1,2,0.0,3,3,1,2,0,2,2,2.0,False,2,2,2,1,2,0.6666666666666666,0.0,1.6666666666666667,23333.333333333332,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,17,31,9.073771725877465,17,3,39,80,20.502032419575706,36,8,4.358898943540674,8,0.0,0.4358974358974359,0.8043184885290149,0.23462512970792393,0.4358974358974359
1460,d2e45f8ad,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,8.0,0.0,3.0,3.0,0.66666669,7,0,0,0,0,2,2,0,2,0.0,2,1,0,1,1,3,0,2.0,False,2,2,2,1,1,0.0,0.0,3.5,0.0,0,0,1,,0,1,1,1,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,3,,0,89,89,89,,0,1,,0,0.033707865168539325,0.033707865168539325,0.033707865168539325,,0.0
1461,26d3a0e9b,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,150000.0,8.0,0.0,11.0,11.0,1.0,3,0,0,0,0,1,1,0,1,0.0,1,1,0,1,1,1,1,2.0,False,2,2,2,1,1,1.0,0.0,3.0,150000.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,1,1,1,0,0,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,11,11,11,,0,80,80,80,,0,4,,0,0.1375,0.1375,0.1375,,0.0
1462,680ceb47c,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,17.0,16.0,1.0,7,0,0,0,0,2,2,0,2,1.0,2,2,0,2,0,2,2,2.0,False,2,2,1,1,2,1.0,0.5,3.5,0.0,1,2,2,0.0,0,0,0,0,1,1,2,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,2,0.0,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,15,17,32,1.4142135623730951,2,34,57,91,16.263455967290593,23,8,0.7071067811865476,1,0.2982456140350877,0.4411764705882353,0.739422084623323,0.10106737790953231,0.14293085655314758
1463,63f190196,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,1.0,15.0,0.0,14.5,1.3333334,6,0,2,2,0,2,2,0,4,1.0,4,4,2,2,0,3,4,2.0,False,2,2,2,1,3,1.0,0.25,1.5,0.0,1,4,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,8,15,47,3.304037933599835,7,14,50,124,18.65475810617763,36,7,2.309401076758503,4,0.28,0.625,1.8173376623376623,0.16940639083933734,0.345
1464,79ce11281,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,2.0,17.0,0.0,14.666667000000002,1.0,6,0,2,2,0,1,1,0,3,0.0,3,3,0,3,2,3,1,2.0,False,1,2,2,1,1,0.3333333333333333,0.0,2.0,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,13,17,44,2.0816659994661326,4,51,76,199,13.428824718989125,25,8,0.5773502691896257,1,0.18055555555555555,0.27450980392156865,0.67874957000344,0.04702964067051922,0.0939542483660131
1465,9008cdd21,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,6.0,0.0,7.5,0.66666669,5,0,1,1,0,1,1,0,2,1.0,2,2,0,2,0,3,2,2.0,False,2,2,2,1,2,1.0,0.5,2.5,0.0,1,2,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,9,15,2.1213203435596424,3,56,60,116,2.8284271247461903,4,3,0.7071067811865476,1,0.1,0.16071428571428573,0.26071428571428573,0.04293148314346896,0.06071428571428572
1466,4ce4d1653,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,8.0,0.0,6.0,6.0,0.5,4,0,0,0,0,1,1,0,1,0.0,1,1,0,1,1,2,1,2.0,False,2,1,1,1,1,1.0,0.0,4.0,0.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,6,6,6,,0,77,77,77,,0,2,,0,0.07792207792207792,0.07792207792207792,0.07792207792207792,,0.0
1467,75ded0986,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.5,10.0,0.0,8.0,1.5,5,0,2,2,0,1,1,0,3,0.0,3,3,1,2,0,2,3,2.0,False,2,2,2,1,1,1.0,0.0,1.6666666666666667,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,10,23,2.081665999466133,4,13,43,97,16.77299416721217,30,3,0.5773502691896258,1,0.14634146341463414,0.5384615384615384,0.9173611414110563,0.20606162426601657,0.39212007504690427
1468,7d35518b5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,175000.0,1.0,7.0,0.0,6.5,1.3333334,5,1,1,2,1,1,2,2,2,0.0,4,4,2,2,0,3,3,2.0,False,2,2,2,1,2,0.75,0.0,1.25,43750.0,0,0,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,1,1,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,1,0.5,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,7,17,3.095695936834452,7,7,34,80,13.038404810405298,27,3,1.2909944487358056,3,0.0,0.36363636363636365,0.7838044308632544,0.14938760445899799,0.36363636363636365
1469,1587d9070,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0,1.0,0.0,15.0,16.0,0.66666669,7,0,1,1,0,1,1,0,2,0.0,2,2,0,2,1,3,1,2.0,False,2,2,2,1,3,0.5,0.0,3.5,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,15,17,32,1.4142135623730951,2,42,73,115,21.920310216782973,31,7,0.0,0,0.2054794520547945,0.40476190476190477,0.6102413568166993,0.1409139736806851,0.19928245270711026
1470,1545448c1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,11.0,12.8,1.25,7,0,3,3,0,2,2,0,5,1.0,5,5,0,5,0,4,6,2.0,False,2,2,2,1,3,1.2,0.2,1.4,0.0,1,5,5,0.0,0,0,0,0,0,1,2,0.5477225575051661,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,4,0.4472135954999579,0,1,0.447213595499958,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,11,16,64,2.4899799195977463,5,25,52,157,11.588787684654509,27,7,1.6431676725154984,3,0.21153846153846154,0.64,2.2346601546601548,0.15982639869065943,0.42846153846153845
1471,4943938b5,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,1.0,0.0,8.0,11.0,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,1,2,2,2.0,False,2,2,2,1,2,1.0,0.0,2.0,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,8,14,22,4.242640687119285,6,42,74,116,22.627416997969522,32,7,2.8284271247461903,4,0.10810810810810811,0.3333333333333333,0.44144144144144143,0.1592582840510242,0.2252252252252252
